util_linhas_inseguras_limitada,vezes_passou_de_30_59_dias,razao_debito_limitada,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,faixa_etaria,grupo_dependentes,grupo_salarial,inadimplente
0.025848707999999998,0,0.081774844,3,0,2,0,10,0,3,0.032767456
0.6670832289999999,0,0.153112222,3,0,0,0,9,0,1,0.20752178
0.0070925269999999995,0,0.1488,20,0,1,0,7,0,3,0.052862655
0.091212944,0,0.35163531600000003,15,0,1,1,9,0,3,0.39103076
0.11267970199999999,0,0.06595941,3,0,0,0,9,0,1,0.06309526
0.323985404,0,0.35215053799999996,8,0,2,0,6,2,3,0.13664809
0.0072998540000000015,0,0.002288853,2,0,0,0,10,0,2,0.030957703
0.0,1,0.261610817,4,0,0,0,10,0,1,0.24295263
0.062279783,0,0.406667092,14,1,3,0,9,0,4,0.462281
0.47989932700000004,1,0.209902867,6,0,3,0,6,0,3,0.29601172
0.040262851,0,2.0,7,0,2,0,8,0,1,0.045289688
0.843405402,1,0.592719888,5,0,2,0,9,1,3,0.47926402
0.012197533,0,2.0,17,0,1,0,10,0,5,0.061321482
0.001346024,0,0.0,2,0,0,0,10,1,1,0.041015405
0.9640239840000001,0,0.059348837,9,1,0,0,6,0,3,0.7685261
0.594159456,1,1.6483625069999999,19,0,5,0,10,0,3,0.69784033
0.193098651,0,0.402775101,7,0,2,0,10,0,3,0.05514336
0.142581923,0,0.082849252,22,0,0,0,10,0,3,0.14343321
0.8155511120000001,1,2.0,5,3,2,1,8,4,5,0.88367915
0.021974732,0,0.278103492,8,0,1,0,10,0,2,0.041366603
0.069206769,0,2.0,8,0,3,0,8,0,5,0.06472378
0.679730033,0,2.0,13,0,0,0,6,0,5,0.31951526
0.03195895,0,0.00939812,5,0,0,0,10,2,3,0.03548652
0.11536010199999999,0,2.0,6,0,1,0,10,0,0,0.032800578
0.9999998999999999,0,2.0,2,5,1,0,6,0,5,0.83520436
0.46346327200000004,0,0.407847082,12,0,1,0,8,0,3,0.21298793
0.385941521,0,0.23893582100000002,5,0,1,0,10,2,3,0.086903475
0.210206778,0,0.302714363,11,0,1,0,9,0,3,0.06981226
0.025593285,0,0.335381522,10,0,1,0,7,2,3,0.10561249
0.031275265,0,0.3854166670000001,9,0,1,0,8,0,2,0.06783042
0.021943625,0,0.043182727000000004,15,0,1,0,10,0,2,0.06606115
0.017425167,0,0.8931593790000001,11,0,2,0,9,0,2,0.090239726
0.001496395,4,0.492458005,8,1,1,3,6,0,3,0.8999355
0.525306395,0,0.127467105,6,0,0,0,5,3,3,0.26013225
0.186146156,0,0.532410244,7,0,2,0,4,0,3,0.1303276
0.19675868300000002,0,2.0,8,0,3,0,10,0,5,0.06001902
0.022846024,0,0.075768614,7,0,1,0,10,0,3,0.027753092
0.45710057600000004,0,2.0,9,0,1,0,10,0,5,0.11522123
0.0,0,2.0,4,0,1,0,10,0,5,0.033336937
0.107923781,0,0.34304120299999996,14,0,2,0,7,1,3,0.11506487
0.188842147,0,2.0,6,0,1,0,9,0,5,0.050594702
0.071393361,0,2.0,8,0,1,0,10,0,5,0.030864406
0.009057006,0,2.0,4,0,0,0,10,0,5,0.020526085
0.19008166199999998,0,0.075886843,8,0,0,0,10,0,3,0.075112395
0.713313484,0,2.0,4,0,1,0,8,0,5,0.20456558
0.026774331000000002,0,0.128515425,3,0,1,0,8,0,3,0.048079193
0.18851756600000005,3,0.817720351,16,0,3,2,10,0,3,0.8140828
0.9999998999999999,1,0.091191174,4,0,0,0,5,3,3,0.5714007
0.0,1,0.223186265,6,0,1,0,10,1,3,0.16361187
0.165751474,0,0.109831235,4,0,0,0,7,0,2,0.08942517
0.016674508,0,1.403544649,19,0,2,0,9,0,2,0.16644874
0.44596953,0,2.0,11,0,1,0,9,0,5,0.15534277
0.026803597000000002,0,2.0,11,0,0,0,10,0,5,0.037046418
0.022933673999999998,0,0.30052803100000003,8,0,2,0,8,0,3,0.042641282
0.054887622999999996,0,0.142308615,16,0,0,0,8,0,2,0.10742378
0.000113819,0,0.17657082,8,0,1,0,10,0,3,0.023744348
0.09342918800000001,0,2.0,8,0,2,0,5,0,1,0.071721904
0.079321709,0,0.022127433,3,0,0,0,10,0,2,0.047299314
0.040244363,2,0.27441622600000004,17,0,2,0,10,1,3,0.24276333
0.009140716,0,0.027105088,11,0,0,0,10,0,3,0.05334817
0.010217705,0,0.0033311129999999997,5,0,0,0,10,1,2,0.05100782
0.6865150259999999,0,0.309281786,11,0,0,0,10,1,3,0.24509645
0.066789741,0,0.037913507,4,0,1,0,9,1,4,0.0340513
0.9999998999999999,0,0.0,0,0,0,0,6,0,5,0.5025984
0.626981331,2,2.0,7,0,1,0,7,0,5,0.51038384
0.014022028999999998,0,2.0,9,0,1,0,10,4,5,0.04139401
0.011713951,0,0.181363699,6,0,0,0,9,0,3,0.04396587
0.9999998999999999,0,0.0,0,0,0,0,9,4,5,0.5968823
0.18271008600000002,0,0.028994201,15,0,0,0,8,0,3,0.20272204
0.022794657000000003,0,0.879109226,15,0,5,0,8,2,3,0.3293908
0.058241061,0,2.0,3,0,0,0,10,4,5,0.050145816
0.20024279600000008,0,0.25620028100000003,6,0,0,0,10,0,2,0.053826943
0.9999998999999999,0,0.539697354,12,0,5,0,7,0,4,0.42166433
0.179847652,0,0.029359859,3,0,0,0,5,0,3,0.09994175
0.06181292,1,0.528624767,17,0,1,0,10,0,2,0.19120349
0.719017413,0,0.244023083,9,0,2,0,9,1,3,0.23402654
0.952488964,0,0.34040640200000005,10,0,0,0,7,3,3,0.4251196
1.005712654,1,2.0,7,0,0,0,2,0,5,0.78230166
0.014271373,0,0.404897245,6,0,1,0,9,2,3,0.050853256
0.59045152,1,2.0,7,0,1,0,9,1,0,0.35851595
0.19381766,2,0.195315252,8,0,1,0,5,0,3,0.2861029
0.05168249,0,0.0073589530000000005,5,0,0,0,10,0,2,0.037585784
0.003363534,0,0.000586396,4,0,0,0,8,0,3,0.040605035
0.006739541,0,0.148370326,6,0,1,0,10,0,3,0.020491425
0.851882962,1,0.37837388899999996,13,0,2,0,7,1,4,0.4608448
0.242150295,0,0.830939227,21,0,1,0,10,0,2,0.17784888
0.024576472999999998,0,0.19477403,12,0,1,0,10,2,3,0.04222696
0.9999998999999999,0,2.0,4,0,1,0,10,0,5,0.13178658
0.296724621,0,0.384670487,13,0,2,0,9,1,3,0.11226832
0.028210996000000002,0,2.0,3,0,0,0,5,0,5,0.03913982
0.205034718,0,0.407417507,8,0,3,0,8,1,3,0.112897545
0.24419767399999998,0,2.0,4,0,1,0,6,2,1,0.10853525
0.5994079920000001,8,0.427367519,13,6,2,3,10,0,3,0.9317758
0.0056278019999999995,0,0.232602845,15,0,0,0,10,0,2,0.057059925
0.60369641,1,0.408397901,5,0,1,0,6,3,2,0.39573407
0.043186305,0,0.17134286199999998,8,0,1,0,7,3,3,0.05066386
0.8783723109999999,0,0.27726876100000003,9,0,0,0,5,1,3,0.44659963
0.058941059000000004,0,0.080894383,4,0,0,0,3,0,3,0.055171143
0.8732506999999999,0,0.021000763,7,2,1,0,7,3,5,0.7550415
0.417290176,1,2.0,23,0,8,0,7,2,1,0.7676275
0.592819985,0,0.20584706,7,0,1,0,6,2,3,0.17465769
0.066286816,0,2.0,8,0,0,0,9,0,5,0.03834852
0.000449978,0,0.0,5,0,0,0,10,0,3,0.017176008
0.03552937,0,0.0009998,2,0,0,0,3,0,3,0.048475444
0.9999998999999999,0,2.0,3,0,0,0,6,4,5,0.35289156
0.8591140890000001,0,0.160946351,2,0,0,0,8,0,2,0.34349078
0.113051593,0,0.131024634,9,0,0,0,3,0,2,0.15591082
0.6413762679999999,1,0.160811197,5,1,0,0,3,0,2,0.81966853
0.6356961,0,0.252866478,9,0,1,0,10,0,3,0.14128451
0.183095507,0,0.79128727,11,0,2,0,7,1,3,0.18849707
0.34733053399999997,0,0.094502499,3,0,0,0,2,0,1,0.19095674
0.520300666,0,2.0,19,0,1,0,10,0,5,0.21850279
0.529129824,1,0.713090909,10,0,0,0,10,0,2,0.52178997
0.0,0,0.0,1,0,0,0,7,2,3,0.102013156
0.002777623,0,0.076510446,9,0,0,0,10,0,3,0.055839695
0.0,0,0.0,8,0,0,0,6,1,2,0.058578037
0.09171781300000001,0,2.0,4,0,0,0,10,0,5,0.027365103
0.0,0,0.197057278,3,0,1,0,6,2,3,0.07628672
0.012008,0,0.0031956,10,0,0,0,8,1,4,0.10447656
0.0,0,2.0,5,0,0,0,10,4,5,0.07265535
1.0499002,0,0.073219505,6,0,0,1,3,0,3,0.8053248
0.5665775670000001,1,0.302608294,9,0,1,0,5,3,4,0.3711583
0.32743763,0,0.382808596,10,0,0,0,10,0,1,0.20255645
0.040339651000000004,1,2.0,9,0,2,0,10,0,5,0.14178403
0.011770756,0,0.001470156,4,0,0,0,10,0,2,0.024552826
0.035565408,0,0.497233518,9,0,4,0,8,2,4,0.087176
0.970388412,0,0.39100160700000003,5,0,1,0,6,1,3,0.35237032
0.015805942,0,0.149314482,5,0,1,0,8,2,3,0.043732353
0.193265993,0,0.11572107,5,0,1,0,8,2,2,0.06641481
0.045926651,0,0.023990404,11,0,0,0,10,0,2,0.07762624
0.070572099,0,2.0,4,0,1,0,7,0,5,0.0484916
0.0,1,0.37466615799999997,17,0,3,0,7,0,3,0.24169748
0.370555219,0,2.0,12,0,2,0,8,2,5,0.14633392
0.0,0,0.0,4,0,0,0,10,0,5,0.035421
0.04495646,0,0.15240501,4,0,1,0,10,0,3,0.029980037
0.310439069,4,2.0,12,0,2,0,10,0,5,0.50656205
0.9999998999999999,98,0.0,0,98,0,98,6,0,5,0.9118631
0.303717749,0,0.66953624,11,0,1,0,9,0,2,0.18373193
0.012247902,0,0.0014062060000000001,3,0,0,0,10,0,5,0.02548873
0.831026048,0,0.126973311,13,0,0,0,6,0,3,0.40358812
0.156464409,0,2.0,17,0,3,0,7,0,5,0.22221568
0.0,1,0.915060671,3,1,1,0,5,2,1,0.74560136
0.00999001,0,2.0,2,0,0,0,6,2,5,0.05327044
0.549776335,0,0.477002706,7,0,2,0,6,2,3,0.22180706
0.017651972,0,0.26843204,6,0,1,0,8,0,3,0.046190012
0.065688636,0,0.264957265,6,0,1,0,8,1,2,0.049102306
0.0,0,0.3823138820000001,11,0,4,0,5,0,4,0.26481995
0.135371075,0,0.408368326,15,0,1,0,9,0,3,0.10912244
0.014166286,0,0.21345121600000005,12,0,1,0,10,0,3,0.041350603
0.094190527,0,2.0,7,0,0,0,4,0,5,0.06709196
0.9999998999999999,0,2.0,3,0,2,0,5,0,5,0.30002257
0.066052985,0,2.0,6,0,1,0,9,0,5,0.024666967
0.021607816000000002,0,0.39502332799999995,11,0,1,0,8,2,3,0.07467839
0.182724252,0,0.129934841,5,0,0,0,6,2,2,0.14415213
0.24652915,0,2.0,3,0,0,0,10,4,5,0.08579178
0.093200479,0,0.579488644,12,0,4,0,8,0,3,0.1516503
0.18052510600000002,0,0.08459154099999999,2,0,0,0,7,0,3,0.1107338
0.167304475,0,0.595895817,5,0,1,0,9,1,2,0.08722042
0.975839717,0,2.0,9,0,1,0,6,0,1,0.45703974
0.9999998999999999,0,2.0,1,0,0,0,6,0,5,0.40010515
0.35947753299999996,0,0.44951712,5,0,2,0,5,2,3,0.15113103
0.0,0,0.036351098,2,0,0,0,10,0,5,0.06321982
0.56839682,0,0.295764869,9,0,1,0,8,1,2,0.22329259
0.098465124,0,0.25814837,9,0,1,0,6,3,3,0.06654898
0.8952150209999999,3,2.0,7,0,1,0,9,0,5,0.60544264
0.5956662779999999,0,0.18971904899999997,11,0,1,0,10,1,3,0.16159452
0.004422608,0,2.0,7,0,0,0,10,0,5,0.022372274
0.288213073,0,0.320421821,8,0,1,0,9,0,3,0.093034185
0.024022957999999997,0,0.369784565,9,0,2,0,7,0,2,0.087359495
0.0,0,0.0,6,0,0,0,10,0,5,0.032748904
0.026509663,0,0.19117473100000001,13,0,3,0,6,1,3,0.071332365
0.206482964,0,0.46367012700000004,12,0,2,0,7,1,3,0.11867495
0.017064599,0,2.0,7,0,1,0,10,0,5,0.023760898
0.04481627,0,0.22318512100000001,16,0,1,0,10,0,4,0.05590878
0.235528942,1,0.075083893,3,1,0,1,7,0,2,0.8142844
0.018292846,0,0.28651351,6,0,2,0,8,2,3,0.043956496
0.087607619,0,0.374099047,8,0,1,0,7,2,2,0.063793495
0.020805188,0,0.897102897,5,0,1,0,7,0,1,0.04924805
1.00239952,1,0.299350325,5,0,1,2,6,0,1,0.822205
0.012537002,0,0.00129987,8,0,0,0,10,1,3,0.030544434
0.005512644000000001,0,0.9526982009999999,10,0,2,0,10,2,1,0.058780525
0.613576566,2,0.057191233,9,0,0,0,4,0,3,0.5441802
0.21965449899999998,1,2.0,12,0,2,0,10,0,5,0.21441367
0.133686631,0,0.009359250999999999,2,0,0,0,3,0,2,0.1258109
0.40698548799999995,1,0.4822962000000001,11,0,2,0,6,1,3,0.34753162
0.23240760100000002,1,0.27530364399999996,7,0,0,0,4,0,2,0.34460768
0.003250984,0,0.10311211099999999,7,0,0,0,10,0,2,0.039191164
0.23159845899999998,0,0.048652775999999995,3,0,0,0,9,0,3,0.07889036
0.056999416,0,0.116106135,18,0,1,0,10,3,4,0.053939056
0.589528305,0,0.303756917,7,0,1,0,10,0,3,0.10929983
0.06778423900000001,0,2.0,6,0,1,0,10,0,5,0.025739051
0.9999998999999999,0,0.070981917,4,0,0,0,6,2,3,0.3602317
